1;27.09.2014 00:00:00;900;0;0;2;0;
1;27.09.2014 00:15:00;900;0;0;2;0;
1;27.09.2014 00:30:00;900;0;0;2;0;
1;27.09.2014 00:45:00;900;0;0;2;0;
1;27.09.2014 01:00:00;900;0;0;2;0;
1;27.09.2014 01:15:00;900;0;0;2;0;
1;27.09.2014 01:30:00;900;0;0;2;0;
1;27.09.2014 01:45:00;900;0;0;2;0;
1;27.09.2014 02:00:00;900;0;0;2;0;
1;27.09.2014 02:15:00;900;0;0;2;0;
1;27.09.2014 02:30:00;900;0;0;2;0;
1;27.09.2014 02:45:00;900;0;0;2;0;
1;27.09.2014 03:00:00;900;0;0;2;0;
1;27.09.2014 03:15:00;900;0;0;2;0;
1;27.09.2014 03:30:00;900;0;0;2;0;
1;27.09.2014 03:45:00;900;0;0;2;0;
1;27.09.2014 04:00:00;900;0;0;2;0;
1;27.09.2014 04:15:00;900;0;0;2;0;
1;27.09.2014 04:30:00;900;0;0;2;0;
1;27.09.2014 04:45:00;900;0;0;2;0;
1;27.09.2014 05:00:00;900;0;0;2;0;
1;27.09.2014 05:15:00;900;0;0;2;0;
1;27.09.2014 05:30:00;900;0;0;2;0;
1;27.09.2014 05:45:00;900;0;0;2;0;
1;27.09.2014 06:00:00;900;0;0;2;0;
1;27.09.2014 06:15:00;900;0;0;2;0;
1;27.09.2014 06:30:00;900;0;0;2;0;
1;27.09.2014 06:45:00;900;0;0;2;0;
1;27.09.2014 07:00:00;900;0;0;2;0;
1;27.09.2014 07:15:00;900;0;0;2;0;
1;27.09.2014 07:30:00;900;0;0;2;0;
1;27.09.2014 07:45:00;900;0;0;2;0;
1;27.09.2014 08:00:00;900;0;0;2;0;
1;27.09.2014 08:15:00;900;0;0;2;0;
1;27.09.2014 08:30:00;900;0;0;2;0;
1;27.09.2014 08:45:00;900;0;0;2;0;
1;27.09.2014 09:00:00;900;4;4;2;0;
1;27.09.2014 09:15:00;900;5;3;2;0;
1;27.09.2014 09:30:00;900;6;2;2;0;
1;27.09.2014 09:45:00;900;11;9;2;0;
1;27.09.2014 10:00:00;900;9;8;2;0;
1;27.09.2014 10:15:00;900;20;8;2;0;
1;27.09.2014 10:30:00;900;13;26;2;0;
1;27.09.2014 10:45:00;900;23;8;2;0;
1;27.09.2014 11:00:00;900;12;15;2;0;
1;27.09.2014 11:15:00;900;20;19;2;0;
1;27.09.2014 11:30:00;900;13;14;2;0;
1;27.09.2014 11:45:00;900;24;23;2;0;
1;27.09.2014 12:00:00;900;39;20;2;0;
1;27.09.2014 12:15:00;900;29;33;2;0;
1;27.09.2014 12:30:00;900;25;24;2;0;
1;27.09.2014 12:45:00;900;19;25;2;0;
1;27.09.2014 13:00:00;900;20;15;2;0;
1;27.09.2014 13:15:00;900;29;30;2;0;
1;27.09.2014 13:30:00;900;22;25;2;0;
1;27.09.2014 13:45:00;900;31;30;2;0;
1;27.09.2014 14:00:00;900;23;20;2;0;
1;27.09.2014 14:15:00;900;45;34;2;0;
1;27.09.2014 14:30:00;900;23;28;2;0;
1;27.09.2014 14:45:00;900;11;15;2;0;
1;27.09.2014 15:00:00;900;37;33;2;0;
1;27.09.2014 15:15:00;900;12;22;2;0;
1;27.09.2014 15:30:00;900;35;29;2;0;
1;27.09.2014 15:45:00;900;28;31;2;0;
1;27.09.2014 16:00:00;900;21;25;2;0;
1;27.09.2014 16:15:00;900;18;14;2;0;
1;27.09.2014 16:30:00;900;22;20;2;0;
1;27.09.2014 16:45:00;900;18;18;2;0;
1;27.09.2014 17:00:00;900;19;16;2;0;
1;27.09.2014 17:15:00;900;20;19;2;0;
1;27.09.2014 17:30:00;900;14;10;2;0;
1;27.09.2014 17:45:00;900;17;25;2;0;
1;27.09.2014 18:00:00;900;21;17;2;0;
1;27.09.2014 18:15:00;900;13;16;2;0;
1;27.09.2014 18:30:00;900;10;13;2;0;
1;27.09.2014 18:45:00;900;20;11;2;0;
1;27.09.2014 19:00:00;900;13;19;2;0;
1;27.09.2014 19:15:00;900;13;12;2;0;
1;27.09.2014 19:30:00;900;19;11;2;0;
1;27.09.2014 19:45:00;900;10;15;2;0;
1;27.09.2014 20:00:00;900;10;7;2;0;
1;27.09.2014 20:15:00;900;4;11;2;0;
1;27.09.2014 20:30:00;900;12;12;2;0;
1;27.09.2014 20:45:00;900;5;2;2;0;
1;27.09.2014 21:00:00;900;9;4;2;0;
1;27.09.2014 21:15:00;900;13;16;2;0;
1;27.09.2014 21:30:00;900;12;7;2;0;
1;27.09.2014 21:45:00;900;3;6;2;0;
1;27.09.2014 22:00:00;900;0;0;2;0;
1;27.09.2014 22:15:00;900;0;0;2;0;
1;27.09.2014 22:30:00;900;0;0;2;0;
1;27.09.2014 22:45:00;900;0;0;2;0;
1;27.09.2014 23:00:00;900;0;0;2;0;
1;27.09.2014 23:15:00;900;0;0;2;0;
1;27.09.2014 23:30:00;900;0;0;2;0;
1;27.09.2014 23:45:00;900;0;0;2;0;
